Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Promotion Gap,Early_Stage_Risk,Risk_Score,Predicted_Attrition
30,0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957.0,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,Core Contributor,6,0,0.04986257533674972,0
41,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376.0,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,Senior/Management,10,0,0.04028582263809602,0
38,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,Senior/Management,18,0,0.02697481732571139,0
40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,Senior/Management,0,0,0.04702118180008686,0
27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621.0,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,Core Contributor,2,0,0.1593621158483891,0
55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976.0,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,Executive/Late Career,2,0,0.028211872573102932,0
28,0,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660.0,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,Core Contributor,7,0,0.14658146483379514,0
44,1,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482.0,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,Senior/Management,17,0,0.07081285034778827,0
33,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119.0,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,Core Contributor,2,0,0.057295432863806575,0
35,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582.0,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,Senior/Management,4,0,0.7259465147296073,1
33,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508.0,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,Core Contributor,10,0,0.5590137000325794,1
28,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207.0,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,Core Contributor,2,0,0.08054002011542387,0
34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,Core Contributor,6,0,0.05189799164584964,0
37,0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,Senior/Management,1,1,0.19267846635529973,0
25,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,Core Contributor,2,0,0.6537253601820778,1
26,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377.0,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,Core Contributor,1,1,0.791098580795791,1
33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,Core Contributor,0,0,0.767338346889277,1
42,0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665.0,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,Senior/Management,9,0,0.043456219838598084,0
28,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596.0,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,Core Contributor,1,1,0.751506573738782,1
50,1,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728.0,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,Executive/Late Career,0,1,0.3159814029736597,1
33,0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302.0,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,Core Contributor,3,0,0.10409161272362813,0
34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979.0,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,Core Contributor,0,1,0.08541848168896043,0
48,0,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885.0,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,Executive/Late Career,3,0,0.020914636636333833,0
45,0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593.0,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,Executive/Late Career,11,0,0.050627312396086005,0
52,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,Executive/Late Career,4,0,0.0666162211086032,0
38,0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,Senior/Management,6,0,0.14399215905343912,0
29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,Core Contributor,6,0,0.07854099759437869,0
28,0,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655.0,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,Core Contributor,8,0,0.04556894231254913,0
46,0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465.0,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,Executive/Late Career,8,0,0.09944584950483705,0
38,0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351.0,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,Senior/Management,1,1,0.16772384456140102,0
43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,Senior/Management,8,0,0.06630417014180123,0
39,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,Senior/Management,7,0,0.5658932457977077,1
40,0,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626.0,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,Senior/Management,16,0,0.003008046473022194,0
21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070.0,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,Early Career,0,0,0.15868618620756708,0
39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782.0,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,Senior/Management,5,0,0.17243387201129454,0
36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,Senior/Management,11,0,0.0462799338399854,0
31,0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791.0,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,Core Contributor,0,0,0.18808896342990175,0
28,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201.0,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,Core Contributor,5,0,0.15033270220093187,0
35,0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,Senior/Management,5,0,0.07108244437639953,0
49,0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,Executive/Late Career,7,0,0.26437330117711033,0
34,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,Core Contributor,3,0,0.10448603881409432,0
29,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,Core Contributor,6,0,0.08372641649439977,0
42,0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,Senior/Management,1,1,0.161610669577615,0
29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,Core Contributor,9,0,0.11455947888437785,0
38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844.0,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,Senior/Management,2,0,0.0886676245601426,0
28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,Core Contributor,3,1,0.25267427686885524,0
18,1,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,Early Career,0,1,0.7586168202004897,1
33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224.0,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,Core Contributor,5,0,0.35199078714238685,1
41,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,Senior/Management,1,1,0.18627609649621596,0
31,1,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,Core Contributor,0,0,0.645757708908118,1
37,0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,Senior/Management,5,0,0.08474973690820796,0
27,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539.0,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,Core Contributor,2,0,0.08648447411372792,0
34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714.0,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,Core Contributor,5,0,0.06404380951418437,0
35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,Senior/Management,4,0,0.18515738913876173,0
29,1,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,Core Contributor,8,0,0.6443846559594146,1
40,0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499.0,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,Senior/Management,16,0,0.024159551966885448,0
42,1,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758.0,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,Senior/Management,8,0,0.6399834653961225,1
42,0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155.0,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,Senior/Management,5,0,0.14468734409998216,0
35,0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258.0,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,Senior/Management,7,1,0.053014107973125724,0
24,0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,Early Career,3,0,0.2600437893846451,0
28,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515.0,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,Core Contributor,1,1,0.7781668938193127,1
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,Core Contributor,8,0,0.1618447876224392,0
30,0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,Core Contributor,9,0,0.09834067590187995,0
40,0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,Senior/Management,1,1,0.10237284246974085,0
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,Senior/Management,1,0,0.08863731573617006,0
34,0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343.0,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,Core Contributor,9,0,0.03770503295539789,0
35,0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,Senior/Management,0,0,0.10693483980672552,0
43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346.0,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,Senior/Management,3,0,0.707488109664129,1
32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827.0,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,Core Contributor,1,1,0.35907403695076195,1
56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943.0,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,Executive/Late Career,1,0,0.0650273985006439,0
29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,Core Contributor,10,0,0.08777542926417987,0
19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552.0,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,Early Career,1,1,0.35625004420226675,1
45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477.0,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,Executive/Late Career,3,0,0.1481898831179913,0
37,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,Senior/Management,11,0,0.004396115733736274,0
20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033.0,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,Early Career,1,0,0.23557887289489518,0
44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936.0,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,Senior/Management,6,0,0.6442172429988224,1
53,0,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606.0,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,Executive/Late Career,3,0,0.01989859709643786,0
29,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168.0,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,Core Contributor,4,0,0.22480502720272114,0
22,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853.0,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,Early Career,0,1,0.4398969128099398,1
46,0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048.0,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,Executive/Late Career,11,0,0.05088048640564917,0
44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,Senior/Management,0,1,0.11568608794759357,0
33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600.0,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,Core Contributor,4,0,0.08317565553264882,0
41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107.0,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,Senior/Management,1,1,0.3213283085903177,1
30,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115.0,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,Core Contributor,4,0,0.1521182514169879,0
40,0,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327.0,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,Senior/Management,0,1,0.0744493927772351,0
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856.0,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,Executive/Late Career,0,0,0.06732115605273109,0
28,0,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196.0,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,Core Contributor,3,0,0.10050385963670776,0
46,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081.0,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,Executive/Late Career,4,0,0.06739772878344397,0
35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966.0,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,Senior/Management,6,0,0.11373944073322909,0
24,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210.0,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,Early Career,1,1,0.7691387902141288,1
33,0,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539.0,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,Core Contributor,10,0,0.07032760004598684,0
36,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741.0,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,Senior/Management,6,0,0.06576151594719615,0
30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491.0,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,Core Contributor,2,0,0.1440659482780263,0
44,0,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541.0,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,Senior/Management,7,0,0.1356100644438389,0
20,0,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678.0,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,Early Career,0,1,0.20376540556325382,0
46,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379.0,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,Executive/Late Career,5,0,0.06719710660280873,0
42,0,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272.0,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,Senior/Management,4,0,0.11243719616958796,0
60,0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220.0,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,Executive/Late Career,10,0,0.07244347920885734,0
32,0,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743.0,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,Core Contributor,0,0,0.22727632621482385,0
32,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998.0,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,Core Contributor,8,0,0.11524558324928841,0
36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252.0,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,Senior/Management,0,0,0.11088899358349334,0
33,0,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781.0,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,Core Contributor,10,0,0.011755563883078763,0
40,0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852.0,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,Senior/Management,4,1,0.11959082325380152,0
25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950.0,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,Core Contributor,3,0,0.10483231123460937,0
30,0,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579.0,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,Core Contributor,6,0,0.08864214579103638,0
42,0,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191.0,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,Senior/Management,1,1,0.11016310050882988,0
35,0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377.0,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,Senior/Management,9,0,0.08267137050759939,0
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235.0,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,Core Contributor,3,0,0.15110880313070865,0
54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502.0,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,Executive/Late Career,4,0,0.04530177326713179,0
44,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011.0,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,Senior/Management,3,0,0.15211605271643255,0
19,1,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859.0,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,Early Career,1,1,0.9014267524289717,1
29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760.0,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,Core Contributor,2,0,0.03212715983247947,0
54,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779.0,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,Executive/Late Career,10,0,0.028239237909245495,0
31,0,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833.0,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,Core Contributor,6,0,0.15187408232129607,0
31,0,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812.0,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,Core Contributor,9,0,0.08099078682896088,0
59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171.0,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,Executive/Late Career,6,1,0.1120981657028619,0
43,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740.0,18625,3,0,14,3,2,1,25,2,3,8,7,0,7,Senior/Management,8,0,0.013071227956088132,0
49,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711.0,12124,2,0,13,3,3,1,23,2,4,1,0,0,0,Executive/Late Career,1,1,0.052356039646736255,0
